"dates","Country","LogOR_30dayrolling"
2006-01-23,"IT",NA
2006-01-24,"IT",NA
2006-01-25,"IT",NA
2006-01-26,"IT",NA
2006-01-27,"IT",NA
2006-01-30,"IT",NA
2006-01-31,"IT",NA
2006-02-01,"IT",NA
2006-02-02,"IT",NA
2006-02-03,"IT",NA
2006-02-06,"IT",NA
2006-02-07,"IT",NA
2006-02-08,"IT",NA
2006-02-09,"IT",NA
2006-02-10,"IT",NA
2006-02-13,"IT",-1.8820891397781
2006-02-14,"IT",-1.88800279741503
2006-02-15,"IT",-1.90253295209216
2006-02-16,"IT",-1.88270290291087
2006-02-17,"IT",-1.84692140766084
2006-02-20,"IT",-1.77758912843758
2006-02-21,"IT",-1.74263222437213
2006-02-22,"IT",-1.7085167130027
2006-02-23,"IT",-1.5988081286925
2006-02-24,"IT",-1.58438906997869
2006-02-27,"IT",-1.58109149078497
2006-02-28,"IT",-1.57511555451794
2006-03-01,"IT",-1.57485942308335
2006-03-02,"IT",-1.52911148484541
2006-03-03,"IT",-1.5536139277528
2006-03-06,"IT",-1.54523945978309
2006-03-07,"IT",-1.59631757859408
2006-03-08,"IT",-1.57230704254907
2006-03-09,"IT",-1.58764294541951
2006-03-10,"IT",-1.58264360905543
2006-03-13,"IT",-1.58281009548788
2006-03-14,"IT",-1.54606806654055
2006-03-15,"IT",-1.55646962620361
2006-03-16,"IT",-1.57201178364106
2006-03-17,"IT",-1.63088711945841
2006-03-20,"IT",-1.69549258462919
2006-03-21,"IT",-1.69665374257753
2006-03-22,"IT",-1.67503665316454
2006-03-23,"IT",-1.69757569975483
2006-03-24,"IT",-1.7254060808375
2006-03-27,"IT",-1.74843493318337
2006-03-28,"IT",-1.73779113696796
2006-03-29,"IT",-1.7421667628615
2006-03-30,"IT",-1.74809101116079
2006-03-31,"IT",-1.82257804594807
2006-04-03,"IT",-1.84583830639795
2006-04-04,"IT",-1.87618464324945
2006-04-05,"IT",-1.90493694869578
2006-04-06,"IT",-1.90386386432069
2006-04-07,"IT",-1.9591717414019
2006-04-10,"IT",-1.92491357064781
2006-04-11,"IT",-1.9688979106451
2006-04-12,"IT",-2.00199359441461
2006-04-13,"IT",-2.01913574541864
2006-04-18,"IT",-2.04026955288317
2006-04-19,"IT",-2.05024419810475
2006-04-20,"IT",-2.06141767844319
2006-04-21,"IT",-2.02689455599035
2006-04-24,"IT",-2.04611544400754
2006-04-25,"IT",-2.0573181920866
2006-04-26,"IT",-2.02832986562219
2006-04-27,"IT",-2.02122589444746
2006-04-28,"IT",-2.04086522903871
2006-05-02,"IT",-2.0686221574272
2006-05-03,"IT",-2.12003985635784
2006-05-04,"IT",-2.13479500983206
2006-05-05,"IT",-2.11902768511742
2006-05-08,"IT",-2.12861460063458
2006-05-09,"IT",-2.15341199006558
2006-05-10,"IT",-2.13640017101885
2006-05-11,"IT",-2.13401943702962
2006-05-12,"IT",-2.13106630976705
2006-05-15,"IT",-2.16433606341182
2006-05-16,"IT",-2.18084028627749
2006-05-17,"IT",-2.21380302834697
2006-05-18,"IT",-2.22293911142132
2006-05-19,"IT",-2.19433113221735
2006-05-22,"IT",-2.21022466874489
2006-05-23,"IT",-2.20666414236109
2006-05-24,"IT",-2.19823223262372
2006-05-25,"IT",-2.18607415069996
2006-05-26,"IT",-2.21744309364235
2006-05-29,"IT",-2.19267841481408
2006-05-30,"IT",-2.21952784076091
2006-05-31,"IT",-2.23132134461104
2006-06-01,"IT",-2.25632900073424
2006-06-02,"IT",-2.2723376929122
2006-06-05,"IT",-2.28349714995171
2006-06-06,"IT",-2.30706507727112
2006-06-07,"IT",-2.31485680995334
2006-06-08,"IT",-2.28310984794908
2006-06-09,"IT",-2.34297979846149
2006-06-12,"IT",-2.32452210361984
2006-06-13,"IT",-2.28798076199535
2006-06-14,"IT",-2.27115187690091
2006-06-15,"IT",-2.23573799341573
2006-06-16,"IT",-2.24990383605942
2006-06-19,"IT",-2.32602139677364
2006-06-20,"IT",-2.37627403952647
2006-06-21,"IT",-2.39097780144568
2006-06-22,"IT",-2.44906469752998
2006-06-23,"IT",-2.42548921438811
2006-06-26,"IT",-2.44249871555278
2006-06-27,"IT",-2.3872117402835
2006-06-28,"IT",-2.3685926065196
2006-06-29,"IT",-2.31224231937732
2006-06-30,"IT",-2.29216893188717
2006-07-03,"IT",-2.32340087288908
2006-07-04,"IT",-2.33596354723433
2006-07-05,"IT",-2.36898712990532
2006-07-06,"IT",-2.4529229263701
2006-07-07,"IT",-2.50233463236885
2006-07-10,"IT",-2.53081840797447
2006-07-11,"IT",-2.57681868307201
2006-07-12,"IT",-2.56994788724098
2006-07-13,"IT",-2.58522287954266
2006-07-14,"IT",-2.62221525583404
2006-07-17,"IT",-2.62082168689245
2006-07-18,"IT",-2.6394497871553
2006-07-19,"IT",-2.65660922761017
2006-07-20,"IT",-2.66133397243802
2006-07-21,"IT",-2.71935094365114
2006-07-24,"IT",-2.69867936148521
2006-07-25,"IT",-2.73147439134427
2006-07-26,"IT",-2.77253293317556
2006-07-27,"IT",-2.79002217940515
2006-07-28,"IT",-2.7785069326007
2006-07-31,"IT",-2.75244811225966
2006-08-01,"IT",-2.71906809632508
2006-08-02,"IT",-2.69122359520031
2006-08-03,"IT",-2.70240726213342
2006-08-04,"IT",-2.68191501453159
2006-08-07,"IT",-2.73802456331098
2006-08-08,"IT",-2.6911693621894
2006-08-09,"IT",-2.71414882076814
2006-08-10,"IT",-2.7113496214912
2006-08-11,"IT",-2.75401195176118
2006-08-14,"IT",-2.72606566037597
2006-08-15,"IT",-2.74052881560388
2006-08-16,"IT",-2.70296557131887
2006-08-17,"IT",-2.66029386683973
2006-08-18,"IT",-2.64263025641983
2006-08-21,"IT",-2.65640642095252
2006-08-22,"IT",-2.64528539164072
2006-08-23,"IT",-2.65704538964563
2006-08-24,"IT",-2.68278386850898
2006-08-25,"IT",-2.69984537522127
2006-08-28,"IT",-2.63929105371437
2006-08-29,"IT",-2.61434930002267
2006-08-30,"IT",-2.599086920629
2006-08-31,"IT",-2.5229641123921
2006-09-01,"IT",-2.58762567030131
2006-09-04,"IT",-2.58786234131985
2006-09-05,"IT",-2.53859839815137
2006-09-06,"IT",-2.51989055322572
2006-09-07,"IT",-2.48298452524839
2006-09-08,"IT",-2.49719101480775
2006-09-11,"IT",-2.46073252644777
2006-09-12,"IT",-2.46489545646432
2006-09-13,"IT",-2.43966249375508
2006-09-14,"IT",-2.41192679754835
2006-09-15,"IT",-2.39361418971097
2006-09-18,"IT",-2.38318314326556
2006-09-19,"IT",-2.35588335287662
2006-09-20,"IT",-2.41373292381421
2006-09-21,"IT",-2.44116862155493
2006-09-22,"IT",-2.43474695242796
2006-09-25,"IT",-2.39770858769744
2006-09-26,"IT",-2.38291711139352
2006-09-27,"IT",-2.36100920186992
2006-09-28,"IT",-2.34798704258946
2006-09-29,"IT",-2.3768315230364
2006-10-02,"IT",-2.35130681808655
2006-10-03,"IT",-2.2832836712624
2006-10-04,"IT",-2.22938517350964
2006-10-05,"IT",-2.14384846161665
2006-10-06,"IT",-2.12138684316351
2006-10-09,"IT",-2.10901352370308
2006-10-10,"IT",-2.13402540548567
2006-10-11,"IT",-2.1663483825159
2006-10-12,"IT",-2.16216415957219
2006-10-13,"IT",-2.21156962753535
2006-10-16,"IT",-2.17651208760949
2006-10-17,"IT",-2.14772588390303
2006-10-18,"IT",-2.16854513537236
2006-10-19,"IT",-2.12185490254864
2006-10-20,"IT",-2.12159519462806
2006-10-23,"IT",-2.10858081792845
2006-10-24,"IT",-2.1445407153026
2006-10-25,"IT",-2.09229162208012
2006-10-26,"IT",-2.07148158902623
2006-10-27,"IT",-2.04563772209064
2006-10-30,"IT",-2.02498322366452
2006-10-31,"IT",-1.96977849457925
2006-11-01,"IT",-1.94373416655639
2006-11-02,"IT",-1.89417949069289
2006-11-03,"IT",-1.89619119604088
2006-11-06,"IT",-1.95018843373264
2006-11-07,"IT",-1.94638125813644
2006-11-08,"IT",-1.95378050763023
2006-11-09,"IT",-1.96282148790287
2006-11-10,"IT",-2.00201830980747
2006-11-13,"IT",-2.01395238680614
2006-11-14,"IT",-2.03170503440526
2006-11-15,"IT",-2.09615177943464
2006-11-16,"IT",-2.13996290249226
2006-11-17,"IT",-2.22223000349251
2006-11-20,"IT",-2.22435645337545
2006-11-21,"IT",-2.1793500911667
2006-11-22,"IT",-2.16423591763984
2006-11-23,"IT",-2.13823641492909
2006-11-24,"IT",-2.13463967551436
2006-11-27,"IT",-2.15642056400696
2006-11-28,"IT",-2.12174744267622
2006-11-29,"IT",-2.13309226714764
2006-11-30,"IT",-2.13403567044515
2006-12-01,"IT",-2.20205071172206
2006-12-04,"IT",-2.22513093826467
2006-12-05,"IT",-2.22941549263308
2006-12-06,"IT",-2.21625574373083
2006-12-07,"IT",-2.26992549282446
2006-12-08,"IT",-2.2380372537513
2006-12-11,"IT",-2.22160615177835
2006-12-12,"IT",-2.20639459715294
2006-12-13,"IT",-2.2168127137139
2006-12-14,"IT",-2.23739202793138
2006-12-15,"IT",-2.25649255396877
2006-12-18,"IT",-2.22941948204385
2006-12-19,"IT",-2.16967325856387
2006-12-20,"IT",-2.16099831643668
2006-12-21,"IT",-2.10017544039523
2006-12-22,"IT",-2.08346707836648
2006-12-27,"IT",-2.10242903646201
2006-12-28,"IT",-2.11851230238758
2006-12-29,"IT",-2.10954342931775
2007-01-02,"IT",-2.05059972982543
2007-01-03,"IT",-2.0778824928694
2007-01-04,"IT",-2.04832520356518
2007-01-05,"IT",-2.10929224507433
2007-01-08,"IT",-2.17679877688752
2007-01-09,"IT",-2.25751404388901
2007-01-10,"IT",-2.30766889546253
2007-01-11,"IT",-2.34265628246079
2007-01-12,"IT",-2.37784541206879
2007-01-15,"IT",-2.35342533653977
2007-01-16,"IT",-2.36993730074191
2007-01-17,"IT",-2.38780306299768
2007-01-18,"IT",-2.3907860232908
2007-01-19,"IT",-2.42220754240899
2007-01-22,"IT",-2.4281661307867
2007-01-23,"IT",-2.44780214744743
2007-01-24,"IT",-2.45389112918753
2007-01-25,"IT",-2.47804605879379
2007-01-26,"IT",-2.51342504036797
2007-01-29,"IT",-2.56849870011692
2007-01-30,"IT",-2.61029894191249
2007-01-31,"IT",-2.54250360703017
2007-02-01,"IT",-2.55682082140807
2007-02-02,"IT",-2.61091986342682
2007-02-05,"IT",-2.63490680417291
2007-02-06,"IT",-2.75757770419528
2007-02-07,"IT",-2.87889376875921
2007-02-08,"IT",-2.91622582110059
2007-02-09,"IT",-2.90873066758789
2007-02-12,"IT",-2.86340966539075
2007-02-13,"IT",-2.79760372288221
2007-02-14,"IT",-2.84615167342149
2007-02-15,"IT",-2.85753417551268
2007-02-16,"IT",-2.87448478290995
2007-02-19,"IT",-2.81673091433387
2007-02-20,"IT",-2.76973172229886
2007-02-21,"IT",-2.69608085052595
2007-02-22,"IT",-2.61769192185652
2007-02-23,"IT",-2.5985431225491
2007-02-26,"IT",-2.52067452453264
2007-02-27,"IT",-2.54720528116625
2007-02-28,"IT",-2.46078400985586
2007-03-01,"IT",-2.44776251871114
2007-03-02,"IT",-2.40659519312472
2007-03-05,"IT",-2.3726430943549
2007-03-06,"IT",-2.37892022022077
2007-03-07,"IT",-2.38674683395146
2007-03-08,"IT",-2.37303825312518
2007-03-09,"IT",-2.45005880575638
2007-03-12,"IT",-2.47632984076951
2007-03-13,"IT",-2.4612060523161
2007-03-14,"IT",-2.4095989504733
2007-03-15,"IT",-2.44813772617298
2007-03-16,"IT",-2.4197937779277
2007-03-19,"IT",-2.40823814491034
2007-03-20,"IT",-2.41459500548333
2007-03-21,"IT",-2.31760742741864
2007-03-22,"IT",-2.28203276457913
2007-03-23,"IT",-2.24197873968286
2007-03-26,"IT",-2.23494258610234
2007-03-27,"IT",-2.23166291078482
2007-03-28,"IT",-2.23506122279115
2007-03-29,"IT",-2.16912247352555
2007-03-30,"IT",-2.12273774374115
2007-04-02,"IT",-2.09429294762738
2007-04-03,"IT",-2.05624796806921
2007-04-04,"IT",-2.05515116886164
2007-04-05,"IT",-2.05051299403677
2007-04-10,"IT",-2.04951507204625
2007-04-11,"IT",-2.04188059218764
2007-04-12,"IT",-2.07186429905318
2007-04-13,"IT",-2.1236388901175
2007-04-16,"IT",-2.18632638526076
2007-04-17,"IT",-2.16993793234991
2007-04-18,"IT",-2.17861881832639
2007-04-19,"IT",-2.17379025927346
2007-04-20,"IT",-2.13121346186228
2007-04-23,"IT",-2.1057177080341
2007-04-24,"IT",-2.05670195624499
2007-04-25,"IT",-2.0009231523031
2007-04-26,"IT",-1.93989461186825
2007-04-27,"IT",-1.95695485602342
2007-04-30,"IT",-2.00012181838881
2007-05-02,"IT",-2.05860882001066
2007-05-03,"IT",-2.11864018775952
2007-05-04,"IT",-2.19885624151199
2007-05-07,"IT",-2.25590931996776
2007-05-08,"IT",-2.2987951862183
2007-05-09,"IT",-2.32912673606249
2007-05-10,"IT",-2.3098151317152
2007-05-11,"IT",-2.28492842178041
2007-05-14,"IT",-2.28755384027381
2007-05-15,"IT",-2.33597883556953
2007-05-16,"IT",-2.38102866854366
2007-05-17,"IT",-2.39540510564263
2007-05-18,"IT",-2.41815124712378
2007-05-21,"IT",-2.4398821046783
2007-05-22,"IT",-2.42373289022122
2007-05-23,"IT",-2.40618232114242
2007-05-24,"IT",-2.43546982636653
2007-05-25,"IT",-2.44294844650034
2007-05-28,"IT",-2.45666509778371
2007-05-29,"IT",-2.4122106826329
2007-05-30,"IT",-2.45930117266093
2007-05-31,"IT",-2.50978683883708
2007-06-01,"IT",-2.53378277467468
2007-06-04,"IT",-2.63539374652485
2007-06-05,"IT",-2.75996006092944
2007-06-06,"IT",-2.79944971584813
2007-06-07,"IT",-2.79395408535211
2007-06-08,"IT",-2.74082844732348
2007-06-11,"IT",-2.7542478725457
2007-06-12,"IT",-2.74858389129979
2007-06-13,"IT",-2.7717029388599
2007-06-14,"IT",-2.74723446039912
2007-06-15,"IT",-2.75967742793267
2007-06-18,"IT",-2.66501985616609
2007-06-19,"IT",-2.63230668837095
2007-06-20,"IT",-2.58785154551695
2007-06-21,"IT",-2.51402556175642
2007-06-22,"IT",-2.56608175795186
2007-06-25,"IT",-2.56417123717016
2007-06-26,"IT",-2.58591350361121
2007-06-27,"IT",-2.5948231652654
2007-06-28,"IT",-2.63651311970411
2007-06-29,"IT",-2.63683689476556
2007-07-02,"IT",-2.62096190322744
2007-07-03,"IT",-2.6630063484012
2007-07-04,"IT",-2.6703677112516
2007-07-05,"IT",-2.68288663886635
2007-07-06,"IT",-2.6574231561652
2007-07-09,"IT",-2.62362113566958
2007-07-10,"IT",-2.57884803275942
2007-07-11,"IT",-2.53241226465808
2007-07-12,"IT",-2.48785479077562
2007-07-13,"IT",-2.43541694447915
2007-07-16,"IT",-2.40128970702332
2007-07-17,"IT",-2.30385493167175
2007-07-18,"IT",-2.16163185685858
2007-07-19,"IT",-2.12928131805391
2007-07-20,"IT",-2.15418679887131
2007-07-23,"IT",-2.14175467986027
2007-07-24,"IT",-2.15230317138807
2007-07-25,"IT",-2.11246051177871
2007-07-26,"IT",-2.05186883270867
2007-07-27,"IT",-2.05639866142673
2007-07-30,"IT",-1.98585293496942
2007-07-31,"IT",-1.97106102190967
2007-08-01,"IT",-1.98060561508178
2007-08-02,"IT",-1.99705953087961
2007-08-03,"IT",-1.99850456632361
2007-08-06,"IT",-1.98057091242221
2007-08-07,"IT",-1.93351797990575
2007-08-08,"IT",-1.88242422771678
2007-08-09,"IT",-1.8402122446601
2007-08-10,"IT",-1.76161928986378
2007-08-13,"IT",-1.75129390287159
2007-08-14,"IT",-1.73166527953271
2007-08-15,"IT",-1.73502553270704
2007-08-16,"IT",-1.75447715919299
2007-08-17,"IT",-1.77452312902584
2007-08-20,"IT",-1.79164050645644
2007-08-21,"IT",-1.82517502087691
2007-08-22,"IT",-1.8823578712049
2007-08-23,"IT",-1.91333904657617
2007-08-24,"IT",-1.93375050258505
2007-08-27,"IT",-2.00892577622498
2007-08-28,"IT",-2.01717535022312
2007-08-29,"IT",-2.00164256995437
2007-08-30,"IT",-2.00419927443633
2007-08-31,"IT",-1.9835535040774
2007-09-03,"IT",-1.94639834990528
2007-09-04,"IT",-1.99162736919391
2007-09-05,"IT",-2.00521784366142
2007-09-06,"IT",-2.06981555414004
2007-09-07,"IT",-2.1442370301303
2007-09-10,"IT",-2.20553897916417
2007-09-11,"IT",-2.21501013485195
2007-09-12,"IT",-2.213387467299
2007-09-13,"IT",-2.17853052324136
2007-09-14,"IT",-2.18808808880618
2007-09-17,"IT",-2.23987024943
2007-09-18,"IT",-2.23621948074039
2007-09-19,"IT",-2.29270110369849
2007-09-20,"IT",-2.36508389569487
2007-09-21,"IT",-2.42222104447608
2007-09-24,"IT",-2.43899566472141
2007-09-25,"IT",-2.43187313881978
2007-09-26,"IT",-2.40056243013995
2007-09-27,"IT",-2.34687960391954
2007-09-28,"IT",-2.3757089110976
2007-10-01,"IT",-2.39937395814768
2007-10-02,"IT",-2.43622544686581
2007-10-03,"IT",-2.4451219979725
2007-10-04,"IT",-2.43007481265294
2007-10-05,"IT",-2.46686080589929
2007-10-08,"IT",-2.4653656314348
2007-10-09,"IT",-2.4028318389748
2007-10-10,"IT",-2.43158528552289
2007-10-11,"IT",-2.47642250507968
2007-10-12,"IT",-2.49242542812828
2007-10-15,"IT",-2.50699983775311
2007-10-16,"IT",-2.56006167502215
2007-10-17,"IT",-2.56278018292335
2007-10-18,"IT",-2.58203563603218
2007-10-19,"IT",-2.54643907872854
2007-10-22,"IT",-2.52568790306176
2007-10-23,"IT",-2.42521520825039
2007-10-24,"IT",-2.46965126651317
2007-10-25,"IT",-2.47044445573975
2007-10-26,"IT",-2.48709699202016
2007-10-29,"IT",-2.49847077948484
2007-10-30,"IT",-2.5281169252155
2007-10-31,"IT",-2.52772985653053
2007-11-01,"IT",-2.58630093417576
2007-11-02,"IT",-2.60088384558385
2007-11-05,"IT",-2.61461852647601
2007-11-06,"IT",-2.66641220643558
2007-11-07,"IT",-2.73445459945995
2007-11-08,"IT",-2.83102063280778
2007-11-09,"IT",-2.90574907367581
2007-11-12,"IT",-2.90434897855396
2007-11-13,"IT",-2.88248043676648
2007-11-14,"IT",-2.8579402428253
2007-11-15,"IT",-2.87698875708043
2007-11-16,"IT",-2.83695631419094
2007-11-19,"IT",-2.81333911079463
2007-11-20,"IT",-2.83344686153611
2007-11-21,"IT",-2.84804967431884
2007-11-22,"IT",-2.79215397865988
2007-11-23,"IT",-2.78626761831368
2007-11-26,"IT",-2.8193871367262
2007-11-27,"IT",-2.84897770329815
2007-11-28,"IT",-2.86296044315835
2007-11-29,"IT",-2.90549631214324
2007-11-30,"IT",-2.9049485888145
2007-12-03,"IT",-2.93693177060388
2007-12-04,"IT",-2.9434129609482
2007-12-05,"IT",-3.01980280677986
2007-12-06,"IT",-3.01549651721293
2007-12-07,"IT",-3.01265903451944
2007-12-10,"IT",-2.98366557087749
2007-12-11,"IT",-2.96894037740558
2007-12-12,"IT",-2.93483950182053
2007-12-13,"IT",-2.94684464100779
2007-12-14,"IT",-2.94365085545417
2007-12-17,"IT",-2.90020629938091
2007-12-18,"IT",-2.8902101152905
2007-12-19,"IT",-2.87469522994238
2007-12-20,"IT",-2.86284874726531
2007-12-21,"IT",-2.81838700328819
2007-12-24,"IT",-2.76357901607538
2007-12-27,"IT",-2.75044178951756
2007-12-28,"IT",-2.76449593207764
2007-12-31,"IT",-2.75607605800085
2008-01-02,"IT",-2.74329456247671
2008-01-03,"IT",-2.78287198476428
2008-01-04,"IT",-2.71506543602712
2008-01-07,"IT",-2.65129785713374
2008-01-08,"IT",-2.62253717791653
2008-01-09,"IT",-2.61489256794646
2008-01-10,"IT",-2.57808786268384
2008-01-11,"IT",-2.62222364813533
2008-01-14,"IT",-2.6420201029321
2008-01-15,"IT",-2.60421310836625
2008-01-16,"IT",-2.58579546496323
2008-01-17,"IT",-2.58186541074442
2008-01-18,"IT",-2.53147852737954
2008-01-21,"IT",-2.48079262052235
2008-01-22,"IT",-2.41989664829654
2008-01-23,"IT",-2.38491004624773
2008-01-24,"IT",-2.37731828303475
2008-01-25,"IT",-2.35321593893499
2008-01-28,"IT",-2.28444486698849
2008-01-29,"IT",-2.2336924588845
2008-01-30,"IT",-2.17811137328249
2008-01-31,"IT",-2.12191222668461
2008-02-01,"IT",-2.16534812536134
2008-02-04,"IT",-2.15737761274867
2008-02-05,"IT",-2.17620306352749
2008-02-06,"IT",-2.15531932862939
2008-02-07,"IT",-2.17681935330472
2008-02-08,"IT",-2.20493962804747
2008-02-11,"IT",-2.20621684186715
2008-02-12,"IT",-2.17311322681701
2008-02-13,"IT",-2.22585360763384
2008-02-14,"IT",-2.23769717890034
2008-02-15,"IT",-2.21144258285263
2008-02-18,"IT",-2.28012748749044
2008-02-19,"IT",-2.3148826976211
2008-02-20,"IT",-2.36320432268705
2008-02-21,"IT",-2.39247057700423
2008-02-22,"IT",-2.40590617975017
2008-02-25,"IT",-2.36622698057913
2008-02-26,"IT",-2.31266480779662
2008-02-27,"IT",-2.34191201653088
2008-02-28,"IT",-2.35111265608464
2008-02-29,"IT",-2.36672609362146
2008-03-03,"IT",-2.38107523199999
2008-03-04,"IT",-2.41524260722853
2008-03-05,"IT",-2.45218431686697
2008-03-06,"IT",-2.48889654079251
2008-03-07,"IT",-2.509208111868
2008-03-10,"IT",-2.52969964690209
2008-03-11,"IT",-2.58343170154257
2008-03-12,"IT",-2.6207232480765
2008-03-13,"IT",-2.69521817697994
2008-03-14,"IT",-2.70522549181145
2008-03-17,"IT",-2.63773170706001
2008-03-18,"IT",-2.58122621559814
2008-03-19,"IT",-2.4944932415506
2008-03-20,"IT",-2.46498794718096
2008-03-25,"IT",-2.38906537980519
2008-03-26,"IT",-2.35244448852279
2008-03-27,"IT",-2.33645669343851
2008-03-28,"IT",-2.35419914209607
2008-03-31,"IT",-2.34468427677895
2008-04-01,"IT",-2.36933857692977
2008-04-02,"IT",-2.39492754340345
2008-04-03,"IT",-2.4154021038358
2008-04-04,"IT",-2.45416867552036
2008-04-07,"IT",-2.47851859264176
2008-04-08,"IT",-2.50574300685947
2008-04-09,"IT",-2.5507755122269
2008-04-10,"IT",-2.57416691683805
2008-04-11,"IT",-2.61947010403271
2008-04-14,"IT",-2.64554248125782
2008-04-15,"IT",-2.66615535391429
2008-04-16,"IT",-2.62507152129136
2008-04-17,"IT",-2.64687019245456
2008-04-18,"IT",-2.70019126976422
2008-04-21,"IT",-2.6965110950236
2008-04-22,"IT",-2.66327127798227
2008-04-23,"IT",-2.6681207356293
2008-04-24,"IT",-2.63653942182676
2008-04-25,"IT",-2.5916352746519
2008-04-28,"IT",-2.61029433832398
2008-04-29,"IT",-2.57697445386763
2008-04-30,"IT",-2.56752805036773
2008-05-02,"IT",-2.64387787937762
2008-05-05,"IT",-2.71226161663155
2008-05-06,"IT",-2.83639395820331
2008-05-07,"IT",-2.89344591466263
2008-05-08,"IT",-3.03048818390147
2008-05-09,"IT",-3.10807315965857
2008-05-12,"IT",-3.18393659295497
2008-05-13,"IT",-3.22104999990286
2008-05-14,"IT",-3.18663421406146
2008-05-15,"IT",-3.10818196959641
2008-05-16,"IT",-3.12768841072755
2008-05-19,"IT",-3.09994589734349
2008-05-20,"IT",-2.99492071535996
2008-05-21,"IT",-2.91017272471733
2008-05-22,"IT",-2.83900160422463
2008-05-23,"IT",-2.78673345625383
2008-05-26,"IT",-2.73728425084129
2008-05-27,"IT",-2.71470191904003
2008-05-28,"IT",-2.70578925091824
2008-05-29,"IT",-2.69997896119853
2008-05-30,"IT",-2.78448024212942
2008-06-02,"IT",-2.77111296287824
2008-06-03,"IT",-2.71809454211622
2008-06-04,"IT",-2.70504323396616
2008-06-05,"IT",-2.71662935972603
2008-06-06,"IT",-2.74581751148871
2008-06-09,"IT",-2.82459350117253
2008-06-10,"IT",-2.84263600889011
2008-06-11,"IT",-2.85600118408683
2008-06-12,"IT",-2.88548108380315
2008-06-13,"IT",-2.89186050261603
2008-06-16,"IT",-2.8917303588599
2008-06-17,"IT",-2.89121116677739
2008-06-18,"IT",-2.85707654508262
2008-06-19,"IT",-2.84113933866918
2008-06-20,"IT",-2.81660820944715
2008-06-23,"IT",-2.74065893839657
2008-06-24,"IT",-2.67945773505001
2008-06-25,"IT",-2.65784295019799
2008-06-26,"IT",-2.67127697367481
2008-06-27,"IT",-2.69944493578067
2008-06-30,"IT",-2.6816177731335
2008-07-01,"IT",-2.73480605832339
2008-07-02,"IT",-2.81488275953155
2008-07-03,"IT",-2.90743603444323
2008-07-04,"IT",-3.01116382015257
2008-07-07,"IT",-3.08767220560396
2008-07-08,"IT",-3.10075806829512
2008-07-09,"IT",-3.10125959733893
2008-07-10,"IT",-3.07234380921831
2008-07-11,"IT",-3.04831897788117
2008-07-14,"IT",-2.94640020804979
2008-07-15,"IT",-2.91038779689603
2008-07-16,"IT",-2.91514732973771
2008-07-17,"IT",-2.9395423394616
2008-07-18,"IT",-2.99384419448852
2008-07-21,"IT",-2.94029658144284
2008-07-22,"IT",-2.86726624006283
2008-07-23,"IT",-2.89338448802976
2008-07-24,"IT",-2.80037798785639
2008-07-25,"IT",-2.72402124229262
2008-07-28,"IT",-2.69710879805718
2008-07-29,"IT",-2.58605369049017
2008-07-30,"IT",-2.5117640377719
2008-07-31,"IT",-2.47075003780528
2008-08-01,"IT",-2.43050199140178
2008-08-04,"IT",-2.3603637022594
2008-08-05,"IT",-2.33546314109504
2008-08-06,"IT",-2.27656345708567
2008-08-07,"IT",-2.2136451139742
2008-08-08,"IT",-2.1838817879346
2008-08-11,"IT",-2.1841281319166
2008-08-12,"IT",-2.16791207789123
2008-08-13,"IT",-2.10737846394048
2008-08-14,"IT",-2.06870030076142
2008-08-15,"IT",-2.10944250337274
2008-08-18,"IT",-2.04121679530787
2008-08-19,"IT",-1.98506034173003
2008-08-20,"IT",-1.97863669483248
2008-08-21,"IT",-1.96443169792596
2008-08-22,"IT",-1.95408861505109
2008-08-25,"IT",-1.88212871869603
2008-08-26,"IT",-1.8596887611031
2008-08-27,"IT",-1.81627896239868
2008-08-28,"IT",-1.7267549264067
2008-08-29,"IT",-1.676211600932
2008-09-01,"IT",-1.58283950448319
2008-09-02,"IT",-1.52512500035205
2008-09-03,"IT",-1.49161450412957
2008-09-04,"IT",-1.44242174928673
2008-09-05,"IT",-1.43861553692787
2008-09-08,"IT",-1.43926484721334
2008-09-09,"IT",-1.45842058605508
2008-09-10,"IT",-1.43790575474148
2008-09-11,"IT",-1.42370954917622
2008-09-12,"IT",-1.35852096279049
2008-09-15,"IT",-1.32467566617629
2008-09-16,"IT",-1.37265882000549
2008-09-17,"IT",-1.36616097010454
2008-09-18,"IT",-1.38191000540791
2008-09-19,"IT",-1.40846833250095
2008-09-22,"IT",-1.41449856509236
2008-09-23,"IT",-1.368938611122
2008-09-24,"IT",-1.36216525668396
2008-09-25,"IT",-1.36636319148635
2008-09-26,"IT",-1.4037817390133
2008-09-29,"IT",-1.32482429031787
2008-09-30,"IT",-1.37283262454013
2008-10-01,"IT",-1.39194005893035
2008-10-02,"IT",-1.38798797227941
2008-10-03,"IT",-1.36729126581103
2008-10-06,"IT",-1.35661276955738
2008-10-07,"IT",-1.39765879345584
2008-10-08,"IT",-1.41380531752681
2008-10-09,"IT",-1.45184236377021
2008-10-10,"IT",-1.50498106483582
2008-10-13,"IT",-1.49260494396372
2008-10-14,"IT",-1.50583811985818
2008-10-15,"IT",-1.54415921336041
2008-10-16,"IT",-1.57066551488531
2008-10-17,"IT",-1.55827743923849
2008-10-20,"IT",-1.57374937692513
2008-10-21,"IT",-1.55869692464338
2008-10-22,"IT",-1.52130092871772
