"dates","Country","LogOR_30dayrolling"
2006-01-02,"PT",NA
2006-01-03,"PT",NA
2006-01-04,"PT",NA
2006-01-05,"PT",NA
2006-01-06,"PT",NA
2006-01-09,"PT",NA
2006-01-10,"PT",NA
2006-01-11,"PT",NA
2006-01-12,"PT",NA
2006-01-13,"PT",NA
2006-01-16,"PT",NA
2006-01-17,"PT",NA
2006-01-18,"PT",NA
2006-01-19,"PT",NA
2006-01-20,"PT",NA
2006-01-23,"PT",NA
2006-01-24,"PT",NA
2006-01-25,"PT",NA
2006-01-26,"PT",NA
2006-01-27,"PT",NA
2006-01-30,"PT",NA
2006-01-31,"PT",NA
2006-02-01,"PT",NA
2006-02-02,"PT",NA
2006-02-03,"PT",NA
2006-02-06,"PT",NA
2006-02-07,"PT",NA
2006-02-08,"PT",NA
2006-02-09,"PT",NA
2006-02-10,"PT",NA
2006-02-13,"PT",-2.94590793600345
2006-02-14,"PT",-2.98394665923252
2006-02-15,"PT",-3.13962305810422
2006-02-16,"PT",-2.97652801385059
2006-02-17,"PT",-2.72842415074821
2006-02-20,"PT",-2.4513943756463
2006-02-21,"PT",-2.5939305629029
2006-02-22,"PT",-2.70527942649497
2006-02-23,"PT",-2.51865350021681
2006-02-24,"PT",-2.67173628878141
2006-02-27,"PT",-2.68546371866074
2006-02-28,"PT",-2.90812850987458
2006-03-01,"PT",-2.90982602521702
2006-03-02,"PT",-3.19188267366959
2006-03-03,"PT",-3.25811093448819
2006-03-06,"PT",-3.33700368568015
2006-03-07,"PT",-3.33874612992783
2006-03-08,"PT",-3.33889136985767
2006-03-09,"PT",-3.60946712798325
2006-03-10,"PT",-3.53234723671952
2006-03-13,"PT",-3.11784318819033
2006-03-14,"PT",-2.87363443302562
2006-03-15,"PT",-2.75687612630632
2006-03-16,"PT",-2.84123454281188
2006-03-17,"PT",-3.04292883414113
2006-03-20,"PT",-2.94867188886999
2006-03-21,"PT",-2.98599790086179
2006-03-22,"PT",-2.68803179659868
2006-03-23,"PT",-2.52660145846503
2006-03-24,"PT",-2.80225521652804
2006-03-27,"PT",-3.18601619124324
2006-03-28,"PT",-3.147981664127
2006-03-29,"PT",-3.07089175135559
2006-03-30,"PT",-3.07392056254377
2006-03-31,"PT",-3.40468944686261
2006-04-03,"PT",-3.6979120393976
2006-04-04,"PT",-3.85149549693343
2006-04-05,"PT",-3.53405543174795
2006-04-06,"PT",-3.50235713007267
2006-04-07,"PT",-3.21455437660079
2006-04-10,"PT",-3.26942633997127
2006-04-11,"PT",-3.12482317450019
2006-04-12,"PT",-2.94030682975459
2006-04-13,"PT",-3.05737453975232
2006-04-18,"PT",-3.06447803355375
2006-04-19,"PT",-3.26997673570473
2006-04-20,"PT",-3.19291727885247
2006-04-21,"PT",-3.33345379248143
2006-04-24,"PT",-3.32946651760428
2006-04-25,"PT",-3.42088306031842
2006-04-26,"PT",-3.4843036262848
2006-04-27,"PT",-3.654806504312
2006-04-28,"PT",-3.58535045860455
2006-05-02,"PT",-3.95888123418653
2006-05-03,"PT",-3.96058679713802
2006-05-04,"PT",-3.91823822118122
2006-05-05,"PT",-4.03819522189622
2006-05-08,"PT",-3.82942553451955
2006-05-09,"PT",-3.94268096501381
2006-05-10,"PT",-4.09931555954256
2006-05-11,"PT",-3.80914904076036
2006-05-12,"PT",-3.72647265123699
2006-05-15,"PT",-3.78010668322843
2006-05-16,"PT",-3.77962994892297
2006-05-17,"PT",-3.75426164348907
2006-05-18,"PT",-3.60551474259272
2006-05-19,"PT",-3.79636126280752
2006-05-22,"PT",-3.89692605066239
2006-05-23,"PT",-4.36054523642846
2006-05-24,"PT",-4.7616826030363
2006-05-25,"PT",-4.89554225835359
2006-05-26,"PT",-4.82683237446118
2006-05-29,"PT",-4.84404717875564
2006-05-30,"PT",-4.92257771971031
2006-05-31,"PT",-4.61585791828775
2006-06-01,"PT",-4.47780839206252
2006-06-02,"PT",-4.22345912968782
2006-06-05,"PT",-4.16447076546001
2006-06-06,"PT",-4.16996243700273
2006-06-07,"PT",-4.20198929720693
2006-06-08,"PT",-3.92899811200083
2006-06-09,"PT",-3.88004098053898
2006-06-12,"PT",-3.90785070785471
2006-06-13,"PT",-3.82436358667828
2006-06-14,"PT",-3.46081163644039
2006-06-15,"PT",-3.37447618711966
2006-06-16,"PT",-3.37701588298273
2006-06-19,"PT",-3.32458836596994
2006-06-20,"PT",-3.65280710994195
2006-06-21,"PT",-3.68641161215294
2006-06-22,"PT",-3.51912058583112
2006-06-23,"PT",-3.46205843722337
2006-06-26,"PT",-3.33836684208169
2006-06-27,"PT",-3.29733838987472
2006-06-28,"PT",-3.33307306237496
2006-06-29,"PT",-3.16874493285687
2006-06-30,"PT",-3.13760664514853
2006-07-03,"PT",-2.93661992866299
2006-07-04,"PT",-3.03124900976058
2006-07-05,"PT",-2.90820474014786
2006-07-06,"PT",-2.72609444473209
2006-07-07,"PT",-2.90731352231786
2006-07-10,"PT",-2.81102784918225
2006-07-11,"PT",-2.76657830642707
2006-07-12,"PT",-2.8270020218454
2006-07-13,"PT",-3.15449180320387
2006-07-14,"PT",-3.17024214256336
2006-07-17,"PT",-3.16460214811457
2006-07-18,"PT",-3.1405457410347
2006-07-19,"PT",-3.08381173013229
2006-07-20,"PT",-3.10019636396407
2006-07-21,"PT",-3.06288006329504
2006-07-24,"PT",-2.96685977985425
2006-07-25,"PT",-3.100389403305
2006-07-26,"PT",-3.37264352633165
2006-07-27,"PT",-3.50509158361064
2006-07-28,"PT",-3.71736497152201
2006-07-31,"PT",-3.71896044007105
2006-08-01,"PT",-3.82830513827887
2006-08-02,"PT",-3.69758616235571
2006-08-03,"PT",-3.73789352435521
2006-08-04,"PT",-3.94558166863047
2006-08-07,"PT",-3.87006951413409
2006-08-08,"PT",-3.71495519203274
2006-08-09,"PT",-3.68299544023412
2006-08-10,"PT",-3.63529568355398
2006-08-11,"PT",-3.83092373730229
2006-08-14,"PT",-3.88822957030843
2006-08-15,"PT",-3.65157822393174
2006-08-16,"PT",-3.36835633500513
2006-08-17,"PT",-3.03601162169411
2006-08-18,"PT",-3.0634870838943
2006-08-21,"PT",-2.88106499698615
2006-08-22,"PT",-3.01460700340915
2006-08-23,"PT",-3.02514945352634
2006-08-24,"PT",-3.06824429509287
2006-08-25,"PT",-2.9522192669816
2006-08-28,"PT",-2.93906469112996
2006-08-29,"PT",-2.87331665619855
2006-08-30,"PT",-2.78661430338321
2006-08-31,"PT",-2.70939754542967
2006-09-01,"PT",-2.86175450715445
2006-09-04,"PT",-3.08509160379344
2006-09-05,"PT",-3.04532067951018
2006-09-06,"PT",-2.84802104147129
2006-09-07,"PT",-3.00150292484512
2006-09-08,"PT",-3.13642072759174
2006-09-11,"PT",-2.82826219481219
2006-09-12,"PT",-2.66066814285919
2006-09-13,"PT",-2.49771839986016
2006-09-14,"PT",-2.37261060864062
2006-09-15,"PT",-2.39537045599078
2006-09-18,"PT",-2.29168868625075
2006-09-19,"PT",-2.54534605380968
2006-09-20,"PT",-2.69276135671909
2006-09-21,"PT",-2.72744950470967
2006-09-22,"PT",-2.93329100107704
2006-09-25,"PT",-2.60089303189077
2006-09-26,"PT",-2.4515377098869
2006-09-27,"PT",-2.60202133098345
2006-09-28,"PT",-2.64811878834351
2006-09-29,"PT",-2.82073264508262
2006-10-02,"PT",-2.60141704369121
2006-10-03,"PT",-2.53153599840422
2006-10-04,"PT",-2.3101373425384
2006-10-05,"PT",-2.12922969996193
2006-10-06,"PT",-2.06537410680112
2006-10-09,"PT",-2.16366875045418
2006-10-10,"PT",-2.24971117915471
2006-10-11,"PT",-2.49601507717034
2006-10-12,"PT",-2.77242369621639
2006-10-13,"PT",-2.71628926829363
2006-10-16,"PT",-2.57041058709807
2006-10-17,"PT",-2.77122080235774
2006-10-18,"PT",-3.00092505296909
2006-10-19,"PT",-3.03812202200527
2006-10-20,"PT",-2.88172104429307
2006-10-23,"PT",-2.76579464318161
2006-10-24,"PT",-2.8970243130614
2006-10-25,"PT",-3.0339759703226
2006-10-26,"PT",-3.16018840241714
2006-10-27,"PT",-3.06368921300667
2006-10-30,"PT",-3.12825191165081
2006-10-31,"PT",-3.19249683186952
2006-11-01,"PT",-3.17565440071111
2006-11-02,"PT",-3.19361782738753
2006-11-03,"PT",-3.4074363288456
2006-11-06,"PT",-3.31101202689042
2006-11-07,"PT",-3.55283640969586
2006-11-08,"PT",-3.75609703323004
2006-11-09,"PT",-3.90287816952406
2006-11-10,"PT",-4.1625832316797
2006-11-13,"PT",-4.2815170762961
2006-11-14,"PT",-4.31354973793124
2006-11-15,"PT",-4.68247258354903
2006-11-16,"PT",-5.04080085428693
2006-11-17,"PT",-5.33842732354956
2006-11-20,"PT",-5.53130324204099
2006-11-21,"PT",-5.37544200076962
2006-11-22,"PT",-5.4140150632869
2006-11-23,"PT",-5.26640570052247
2006-11-24,"PT",-5.24622187968537
2006-11-27,"PT",-5.08748079435326
2006-11-28,"PT",-5.13463387031044
2006-11-29,"PT",-5.0596176211309
2006-11-30,"PT",-4.68427747149564
2006-12-01,"PT",-4.82192738356037
2006-12-04,"PT",-4.98214615337394
2006-12-05,"PT",-5.12425123755905
2006-12-06,"PT",-5.26366535107091
2006-12-07,"PT",-5.32423470999375
2006-12-08,"PT",-5.20220165715001
2006-12-11,"PT",-5.35503313857464
2006-12-12,"PT",-5.41231033103166
2006-12-13,"PT",-5.10322013314244
2006-12-14,"PT",-4.97493968595002
2006-12-15,"PT",-4.77437548140367
2006-12-18,"PT",-4.53583018756541
2006-12-19,"PT",-4.42512277892813
2006-12-20,"PT",-4.31941217681245
2006-12-21,"PT",-4.12779408054493
2006-12-22,"PT",-3.96718586577547
2006-12-27,"PT",-3.89742674011703
2006-12-28,"PT",-3.78228039931764
2006-12-29,"PT",-3.77548925811892
2007-01-02,"PT",-3.69209942336717
2007-01-03,"PT",-3.59766272781312
2007-01-04,"PT",-3.70610634077999
2007-01-05,"PT",-3.82817857541279
2007-01-08,"PT",-4.07809284847484
2007-01-09,"PT",-4.17632793539038
2007-01-10,"PT",-4.24172977446061
2007-01-11,"PT",-4.36507430101108
2007-01-12,"PT",-4.73542611627034
2007-01-15,"PT",-4.5637296877882
2007-01-16,"PT",-4.65732947870906
2007-01-17,"PT",-4.90501448856526
2007-01-18,"PT",-4.71831809971274
2007-01-19,"PT",-4.37387012800274
2007-01-22,"PT",-4.14337524272115
2007-01-23,"PT",-3.99680824657739
2007-01-24,"PT",-3.81248587179259
2007-01-25,"PT",-3.92913283798229
2007-01-26,"PT",-4.10316539656669
2007-01-29,"PT",-3.77227239590694
2007-01-30,"PT",-3.88478633777157
2007-01-31,"PT",-3.63667793027266
2007-02-01,"PT",-3.92273483990466
2007-02-02,"PT",-3.94033870166451
2007-02-05,"PT",-4.15561359020843
2007-02-06,"PT",-4.32911154185832
2007-02-07,"PT",-4.60040837903673
2007-02-08,"PT",-4.60592983560336
2007-02-09,"PT",-4.22296118137832
2007-02-12,"PT",-4.31530775121141
2007-02-13,"PT",-4.13739256028962
2007-02-14,"PT",-3.95794613630475
2007-02-15,"PT",-3.82564275269267
2007-02-16,"PT",-3.61548298790686
2007-02-19,"PT",-3.38906345475235
2007-02-20,"PT",-3.15306196580312
2007-02-21,"PT",-2.90556455451256
2007-02-22,"PT",-2.84235034415559
2007-02-23,"PT",-2.62518810376934
2007-02-26,"PT",-2.45506984525873
2007-02-27,"PT",-2.69610667132633
2007-02-28,"PT",-2.31831486744994
2007-03-01,"PT",-2.20657923035251
2007-03-02,"PT",-2.16101579032727
2007-03-05,"PT",-2.16895359249044
2007-03-06,"PT",-2.10189180488823
2007-03-07,"PT",-2.26852578356966
2007-03-08,"PT",-2.25102496631353
2007-03-09,"PT",-2.2974175444583
2007-03-12,"PT",-2.33614893642528
2007-03-13,"PT",-2.51363367269444
2007-03-14,"PT",-2.35065177193832
2007-03-15,"PT",-2.52053836744345
2007-03-16,"PT",-2.453391881374
2007-03-19,"PT",-2.48336324852169
2007-03-20,"PT",-2.33212191005946
2007-03-21,"PT",-2.11012816272227
2007-03-22,"PT",-1.79540371227133
2007-03-23,"PT",-1.79775688638813
2007-03-26,"PT",-2.11763221828787
2007-03-27,"PT",-1.99612213548432
2007-03-28,"PT",-2.14780984836033
2007-03-29,"PT",-2.29602299952907
2007-03-30,"PT",-2.3498754890322
2007-04-02,"PT",-2.48111525280358
2007-04-03,"PT",-2.55197246590944
2007-04-04,"PT",-2.75975424607368
2007-04-05,"PT",-2.77055185488659
2007-04-10,"PT",-2.88709306584571
2007-04-11,"PT",-2.81596285254488
2007-04-12,"PT",-2.90143955112018
2007-04-13,"PT",-2.77319466137688
2007-04-16,"PT",-3.12912415215616
2007-04-17,"PT",-3.25553078900846
2007-04-18,"PT",-3.2504866990961
2007-04-19,"PT",-3.4112586984756
2007-04-20,"PT",-3.4472443811381
2007-04-23,"PT",-3.58028686512287
2007-04-24,"PT",-3.83365156234887
2007-04-25,"PT",-3.78655316535009
2007-04-26,"PT",-3.81195272629664
2007-04-27,"PT",-4.13719436441501
2007-04-30,"PT",-4.45066231527755
2007-05-02,"PT",-4.6199954060641
2007-05-03,"PT",-4.59376802454445
2007-05-04,"PT",-4.60625428900385
2007-05-07,"PT",-4.68538837614274
2007-05-08,"PT",-4.82520368155163
2007-05-09,"PT",-5.12050893134399
2007-05-10,"PT",-5.14043379524115
2007-05-11,"PT",-5.15493881311804
2007-05-14,"PT",-5.18451839182102
2007-05-15,"PT",-5.28875067220853
2007-05-16,"PT",-5.22009309600647
2007-05-17,"PT",-5.26959004588835
2007-05-18,"PT",-5.1561542728621
2007-05-21,"PT",-5.05227460363596
2007-05-22,"PT",-4.94979491402937
2007-05-23,"PT",-4.86724183489254
2007-05-24,"PT",-4.70581461560115
2007-05-25,"PT",-4.66422753589314
2007-05-28,"PT",-4.44150162247419
2007-05-29,"PT",-4.33400907817952
2007-05-30,"PT",-4.14935101933307
2007-05-31,"PT",-4.13279907224038
2007-06-01,"PT",-4.29208853478846
2007-06-04,"PT",-4.16676244267595
2007-06-05,"PT",-4.34739188773741
2007-06-06,"PT",-3.90753683749636
2007-06-07,"PT",-3.58499708688003
2007-06-08,"PT",-3.28892964876901
2007-06-11,"PT",-2.95309785315519
2007-06-12,"PT",-2.54828321500658
2007-06-13,"PT",-2.32532635709905
2007-06-14,"PT",-2.22514763811637
2007-06-15,"PT",-2.23282901722242
2007-06-18,"PT",-2.04183866313132
2007-06-19,"PT",-1.90848105801059
2007-06-20,"PT",-1.73521063603608
2007-06-21,"PT",-1.41265576965013
2007-06-22,"PT",-1.27485575753125
2007-06-25,"PT",-1.10880272725862
2007-06-26,"PT",-0.960230215485993
2007-06-27,"PT",-0.828792524844836
2007-06-28,"PT",-0.667199178301545
2007-06-29,"PT",-0.7147268970189
2007-07-02,"PT",-0.656320013623947
2007-07-03,"PT",-0.62417112895743
2007-07-04,"PT",-0.492685718412452
2007-07-05,"PT",-0.768601940972815
2007-07-06,"PT",-0.794410878874868
2007-07-09,"PT",-0.808452630835835
2007-07-10,"PT",-0.904010702262313
2007-07-11,"PT",-0.802724206266035
2007-07-12,"PT",-0.565559881202377
2007-07-13,"PT",-0.588853618480636
2007-07-16,"PT",-0.68340454512857
2007-07-17,"PT",-0.70087007932382
2007-07-18,"PT",-0.388319107818469
2007-07-19,"PT",-0.457591743391275
2007-07-20,"PT",-0.40327338321361
2007-07-23,"PT",-0.43232274955263
2007-07-24,"PT",-0.571187992821178
2007-07-25,"PT",-0.651285676032531
2007-07-26,"PT",-0.726819141610716
2007-07-27,"PT",-0.587356436551214
2007-07-30,"PT",-0.587640914317039
2007-07-31,"PT",-0.895191717456767
2007-08-01,"PT",-1.01662110100279
2007-08-02,"PT",-1.38056794486427
2007-08-03,"PT",-1.46981502624758
2007-08-06,"PT",-1.51917552704257
2007-08-07,"PT",-1.56557826254371
2007-08-08,"PT",-1.82500438219749
2007-08-09,"PT",-1.91095771010775
2007-08-10,"PT",-1.83981987710418
2007-08-13,"PT",-1.76610728200538
2007-08-14,"PT",-1.7902326841943
2007-08-15,"PT",-1.68652236798152
2007-08-16,"PT",-1.55625458114424
2007-08-17,"PT",-1.39243297700123
2007-08-20,"PT",-1.40224631743635
2007-08-21,"PT",-1.29907030852426
2007-08-22,"PT",-1.19351728493293
2007-08-23,"PT",-1.56572492297453
2007-08-24,"PT",-1.73513298860893
2007-08-27,"PT",-1.83064365004473
2007-08-28,"PT",-1.51453294629522
2007-08-29,"PT",-1.39098624827151
2007-08-30,"PT",-1.53969452392516
2007-08-31,"PT",-1.46594422476899
2007-09-03,"PT",-1.50432533504651
2007-09-04,"PT",-1.54897508601279
2007-09-05,"PT",-1.45182370502303
2007-09-06,"PT",-1.80321514100558
2007-09-07,"PT",-1.84088419640495
2007-09-10,"PT",-2.24962753152417
2007-09-11,"PT",-2.20506289712436
2007-09-12,"PT",-2.00654997626244
2007-09-13,"PT",-2.06176896107903
2007-09-14,"PT",-2.01927987251926
2007-09-17,"PT",-2.18557721316547
2007-09-18,"PT",-2.3349545307977
2007-09-19,"PT",-2.49799237245145
2007-09-20,"PT",-2.51874342314783
2007-09-21,"PT",-2.65200454274538
2007-09-24,"PT",-2.8867492607621
2007-09-25,"PT",-3.11017394408726
2007-09-26,"PT",-3.4438621267528
2007-09-27,"PT",-3.77554974640864
2007-09-28,"PT",-4.1098570202887
2007-10-01,"PT",-4.35021747253853
2007-10-02,"PT",-4.67363051614674
2007-10-03,"PT",-4.93166733823778
2007-10-04,"PT",-5.26932938432241
2007-10-05,"PT",-5.28272405775678
2007-10-08,"PT",-5.35780983164774
2007-10-09,"PT",-4.9871856311406
2007-10-10,"PT",-5.14242821003788
2007-10-11,"PT",-5.18055356385067
2007-10-12,"PT",-5.17118118299582
2007-10-15,"PT",-5.43034086472005
2007-10-16,"PT",-5.67610436412505
2007-10-17,"PT",-5.88013191706306
2007-10-18,"PT",-5.97109230932868
2007-10-19,"PT",-5.73180539915387
2007-10-22,"PT",-5.89458342800353
2007-10-23,"PT",-5.6039272323055
2007-10-24,"PT",-5.78721830097445
2007-10-25,"PT",-6.01239477320428
2007-10-26,"PT",-5.73869847368198
2007-10-29,"PT",-5.85574466393429
2007-10-30,"PT",-5.97523639912872
2007-10-31,"PT",-6.02158290522421
2007-11-01,"PT",-5.80155311156911
2007-11-02,"PT",-5.96904551669821
2007-11-05,"PT",-5.8126470792543
2007-11-06,"PT",-5.83281728860212
2007-11-07,"PT",-5.93461087447283
2007-11-08,"PT",-5.52143526812151
2007-11-09,"PT",-5.5277209075367
2007-11-12,"PT",-5.6265411893418
2007-11-13,"PT",-5.52978488211696
2007-11-14,"PT",-5.33939955772493
2007-11-15,"PT",-5.57283659367483
2007-11-16,"PT",-5.52910316872293
2007-11-19,"PT",-5.47815473550621
2007-11-20,"PT",-5.65835640523957
2007-11-21,"PT",-5.95884665732245
2007-11-22,"PT",-6.13849475414132
2007-11-23,"PT",-6.12396533734616
2007-11-26,"PT",-6.34576142241727
2007-11-27,"PT",-6.38840350960606
2007-11-28,"PT",-6.4259426692558
2007-11-29,"PT",-6.43573011021601
2007-11-30,"PT",-6.7155789947067
2007-12-03,"PT",-6.90004878812268
2007-12-04,"PT",-7.04113646612463
2007-12-05,"PT",-7.16105337488257
2007-12-06,"PT",-7.16345847992135
2007-12-07,"PT",-6.78016445028153
2007-12-10,"PT",-6.84208517572714
2007-12-11,"PT",-6.6473119865442
2007-12-12,"PT",-6.34840877934592
2007-12-13,"PT",-6.1799502636674
2007-12-14,"PT",-6.12520906357519
2007-12-17,"PT",-5.7846370738019
2007-12-18,"PT",-5.72511021097333
2007-12-19,"PT",-5.39686255100576
2007-12-20,"PT",-4.83508394880242
2007-12-21,"PT",-4.85059688176262
2007-12-24,"PT",-4.58812722837401
2007-12-27,"PT",-4.22174081003319
2007-12-28,"PT",-4.00048483540818
2007-12-31,"PT",-3.78395738733811
2008-01-02,"PT",-3.38053503927455
2008-01-03,"PT",-3.15479695626417
2008-01-04,"PT",-3.09234584306238
2008-01-07,"PT",-2.61908242199898
2008-01-08,"PT",-2.28608580868391
2008-01-09,"PT",-1.87017143427757
2008-01-10,"PT",-1.70618045304596
2008-01-11,"PT",-1.4915137481655
2008-01-14,"PT",-1.28938659153429
2008-01-15,"PT",-1.01944477908166
2008-01-16,"PT",-0.661310278639206
2008-01-17,"PT",-0.167066700711458
2008-01-18,"PT",0.164479535743812
2008-01-21,"PT",0.479281585853921
2008-01-22,"PT",0.675699025405657
2008-01-23,"PT",0.880566514331986
2008-01-24,"PT",0.7602388654926
2008-01-25,"PT",0.940472693182924
2008-01-28,"PT",1.16201750389659
2008-01-29,"PT",1.15797998315615
2008-01-30,"PT",1.30685483853812
2008-01-31,"PT",1.15797998315614
2008-02-01,"PT",1.19723036897686
2008-02-04,"PT",1.19723036897686
2008-02-05,"PT",0.886507776923434
2008-02-06,"PT",0.728035038673886
2008-02-07,"PT",0.68974478517273
2008-02-08,"PT",0.677509449999351
2008-02-11,"PT",0.622779956698974
2008-02-12,"PT",0.444539539307627
2008-02-13,"PT",0.407392472803048
2008-02-14,"PT",0.349861039974213
2008-02-15,"PT",0.306196941808272
2008-02-18,"PT",0.447953366152547
2008-02-19,"PT",0.29907851077057
2008-02-20,"PT",0.150203655388593
2008-02-21,"PT",-0.136177002478588
2008-02-22,"PT",-0.285051857860562
2008-02-25,"PT",-0.136177002478588
2008-02-26,"PT",-0.272078976571091
2008-02-27,"PT",-0.139596801909013
2008-02-28,"PT",-0.161796298399909
2008-02-29,"PT",-0.161796298399913
2008-03-03,"PT",-0.132398888104681
2008-03-04,"PT",-0.0871255752771001
2008-03-05,"PT",-0.111629098052155
2008-03-06,"PT",0.0448486318581423
2008-03-07,"PT",0.162567472129616
2008-03-10,"PT",-0.176200332364739
2008-03-11,"PT",-0.202181444701223
2008-03-12,"PT",-0.176922019389077
2008-03-13,"PT",-0.325796874771055
2008-03-14,"PT",-0.325796874771053
2008-03-17,"PT",-0.47467173015303
2008-03-18,"PT",-0.474671730153029
2008-03-19,"PT",-0.312823993481584
2008-03-20,"PT",-0.306271584306625
2008-03-25,"PT",-0.267981330805466
2008-03-26,"PT",-0.277945492122984
2008-03-27,"PT",-0.223215998822611
2008-03-28,"PT",-0.0449755814312573
2008-03-31,"PT",0.141046340455292
2008-04-01,"PT",0.347452628666106
2008-04-02,"PT",0.539991582214022
2008-04-03,"PT",0.688866437595996
2008-04-04,"PT",0.837741292977975
2008-04-07,"PT",0.881516260036675
2008-04-08,"PT",1.05424753826084
2008-04-09,"PT",1.05424753826084
2008-04-10,"PT",0.905372682878858
2008-04-11,"PT",1.05424753826084
2008-04-14,"PT",0.905372682878861
2008-04-15,"PT",0.756497827496881
2008-04-16,"PT",0.436548620242032
2008-04-17,"PT",0.56920977061235
2008-04-18,"PT",0.56920977061235
2008-04-21,"PT",0.402419964320797
2008-04-22,"PT",0.402419964320797
2008-04-23,"PT",0.0824707570659449
2008-04-24,"PT",0.250164209687422
2008-04-25,"PT",0.267149469031343
2008-04-28,"PT",0.451249800152273
2008-04-29,"PT",0.28940206348082
2008-04-30,"PT",0.438276918862799
2008-05-02,"PT",0.587151774244774
2008-05-05,"PT",0.587151774244779
2008-05-06,"PT",0.587151774244769
2008-05-07,"PT",0.567997751446494
2008-05-08,"PT",0.419122896064517
2008-05-09,"PT",0.441322392555417
2008-05-12,"PT",0.441322392555417
2008-05-13,"PT",0.321529745242375
2008-05-14,"PT",0.172654889860398
2008-05-15,"PT",0.0237800344784205
2008-05-16,"PT",-0.296169172776431
2008-05-19,"PT",-0.445044028158404
2008-05-20,"PT",-0.593918883540379
2008-05-21,"PT",-0.637693850599086
2008-05-22,"PT",-0.672919326338041
2008-05-23,"PT",-0.672919326338041
2008-05-26,"PT",-0.672919326338041
2008-05-27,"PT",-0.672919326338041
2008-05-28,"PT",-0.672919326338042
2008-05-29,"PT",-0.672919326338041
2008-05-30,"PT",-0.501844974465169
2008-06-02,"PT",-0.628678059391758
2008-06-03,"PT",-0.628678059391756
2008-06-04,"PT",-0.461888253100205
2008-06-05,"PT",-0.610763108482181
2008-06-06,"PT",-0.614544724327767
2008-06-09,"PT",-0.614544724327767
2008-06-10,"PT",-0.614544724327768
2008-06-11,"PT",-0.7986450554487
2008-06-12,"PT",-0.76363040370384
2008-06-13,"PT",-0.76363040370384
2008-06-16,"PT",-0.76363040370384
2008-06-17,"PT",-0.763630403703839
2008-06-18,"PT",-0.763630403703845
2008-06-19,"PT",-0.741430907212945
2008-06-20,"PT",-0.592556051830966
2008-06-23,"PT",-0.592556051830968
2008-06-24,"PT",-0.592556051830969
2008-06-25,"PT",-0.323888549135948
2008-06-26,"PT",-0.323888549135948
2008-06-27,"PT",-0.323888549135949
2008-06-30,"PT",-0.152814197263075
2008-07-01,"PT",-0.152814197263075
2008-07-02,"PT",-0.152814197263075
2008-07-03,"PT",-0.152814197263075
2008-07-04,"PT",-0.0293096360860078
2008-07-07,"PT",-0.178184491467984
2008-07-08,"PT",-0.327059346849961
2008-07-09,"PT",-0.155984994977087
2008-07-10,"PT",-0.155984994977087
2008-07-11,"PT",-0.173586847741109
2008-07-14,"PT",-0.0247119923591335
2008-07-15,"PT",-0.0247119923591327
2008-07-16,"PT",-0.0247119923591327
2008-07-17,"PT",-0.135485773148978
2008-07-18,"PT",-0.135485773148978
2008-07-21,"PT",0.0393701945694837
2008-07-22,"PT",0.0393701945694837
2008-07-23,"PT",0.0393701945694835
2008-07-24,"PT",0.0393701945694825
2008-07-25,"PT",0.166203279496075
2008-07-28,"PT",0.166203279496075
2008-07-29,"PT",0.166203279496075
2008-07-30,"PT",-0.001490173125404
2008-07-31,"PT",-0.177052034755139
2008-08-01,"PT",-0.169933603717434
2008-08-04,"PT",-0.169933603717434
2008-08-05,"PT",-0.371106816304652
2008-08-06,"PT",-0.549983508062057
2008-08-07,"PT",-0.698858363444033
2008-08-08,"PT",-0.698858363444034
2008-08-11,"PT",-0.698858363444034
2008-08-12,"PT",-0.698858363444034
2008-08-13,"PT",-0.698858363444034
2008-08-14,"PT",-0.698858363444034
2008-08-15,"PT",-0.698858363444034
2008-08-18,"PT",-0.822362924621103
2008-08-19,"PT",-0.673488069239124
2008-08-20,"PT",-0.524613213857145
2008-08-21,"PT",-0.695687565730022
2008-08-22,"PT",-0.695687565730023
2008-08-25,"PT",-0.678085712966
2008-08-26,"PT",-0.826960568347975
2008-08-27,"PT",-0.826960568347975
2008-08-28,"PT",-0.982969662120604
2008-08-29,"PT",-0.872195881330762
2008-09-01,"PT",-0.872195881330761
2008-09-02,"PT",-0.872195881330762
2008-09-03,"PT",-0.872195881330762
2008-09-04,"PT",-0.872195881330762
2008-09-05,"PT",-0.872195881330762
2008-09-08,"PT",-0.872195881330762
2008-09-09,"PT",-0.872195881330762
2008-09-10,"PT",-0.872195881330762
2008-09-11,"PT",-0.704502428709284
2008-09-12,"PT",-0.528940567079547
2008-09-15,"PT",-0.53605899811725
2008-09-16,"PT",-0.536058998117253
2008-09-17,"PT",-0.334885785530034
2008-09-18,"PT",-0.156009093772628
2008-09-19,"PT",-0.156009093772628
2008-09-22,"PT",-0.156009093772628
2008-09-23,"PT",-0.156009093772628
2008-09-24,"PT",-0.156009093772625
2008-09-25,"PT",-0.304883949154605
2008-09-26,"PT",-0.304883949154605
2008-09-29,"PT",-0.304883949154605
2008-09-30,"PT",-0.304883949154605
2008-10-01,"PT",-0.304883949154605
2008-10-02,"PT",-0.304883949154605
2008-10-03,"PT",-0.304883949154605
2008-10-06,"PT",-0.304883949154605
2008-10-07,"PT",-0.304883949154605
2008-10-08,"PT",-0.304883949154605
2008-10-09,"PT",-0.304883949154605
2008-10-10,"PT",-0.148874855381976
